subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;tool;cardinality;mapping_justification
http://www.w3.org/ns/prov#Plan;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Plan;Plan;Plan;0.99;AML;=;
http://www.w3.org/ns/prov#Person;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Person;Person;Person;0.99;AML;=;
http://www.w3.org/ns/prov#Activity;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Activity;Activity;Activity;0.9898;AML;=;
http://w3id.org/CEON/ontology/resourceODP/Information;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Information;Information;Information;0.9875;AML;=;
http://www.w3.org/ns/prov#Communication;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Communication;Communication;Communication;0.9875;AML;=;
http://w3id.org/CEON/ontology/resourceODP/Matter;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Matter;Matter;Matter;0.9848;AML;=;
http://w3id.org/CEON/ontology/material/ChemicalSubstance;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#ChemicalSubstance;ChemicalSubstance;ChemicalSubstance;0.9821;AML;=;
http://www.w3.org/ns/prov#Entity;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Entity;Entity;Entity;0.9802;AML;=;
http://w3id.org/CEON/ontology/process/Energy;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Energy;Energy;Energy;0.9801;AML;=;
http://www.w3.org/ns/prov#Generation;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Generation;Generation;Generation;0.9801;AML;=;
http://w3id.org/CEON/ontology/actorODP/Participation;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Participation;Participation;Participation;0.9801;AML;=;
http://w3id.org/CEON/ontology/product/Product;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Product;Product;Product;0.9801;AML;=;
http://www.w3.org/ns/prov#Organization;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Organization;Organization;Organization;0.9801;AML;=;
http://www.w3.org/ns/prov#Agent;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Agent;Agent;Agent;0.9801;AML;=;
http://w3id.org/CEON/ontology/resourceODP/Resource;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Resource;Resource;Resource;0.9801;AML;=;
http://w3id.org/CEON/ontology/value/ValueProposition;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#ValueProposition;ValueProposition;ValueProposition;0.9801;AML;=;
http://w3id.org/CEON/ontology/material/Material;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Material;Material;Material;0.9801;AML;=;
http://w3id.org/CEON/ontology/processODP/Process;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Proces;Process;Proces;0.9306;AML;=;
http://w3id.org/CEON/ontology/process/Process;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Proces;Process;Proces;0.9306;AML;=;
http://w3id.org/CEON/ontology/process/ManufacturingProcess;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Manufacturing;ManufacturingProcess;Manufacturing;0.719;AML;=;
http://w3id.org/CEON/ontology/process/ReuseProcess;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Reuse;ReuseProcess;Reuse;0.719;AML;=;
http://w3id.org/CEON/ontology/process/ServiceProcess;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Service;ServiceProcess;Service;0.6992;AML;=;
http://w3id.org/CEON/ontology/process/ProductionProcess;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Production;ProductionProcess;Production;0.686;AML;=;
http://w3id.org/CEON/ontology/actorODP/ResourceRelation;http://w3id.org/CEON/ontology/full/0.1;http://ontorion.com/namespace#;;http://ontorion.com/namespace#Relation;ResourceRelation;Relation;0.6802;AML;=;
